contig	LG	av
Contig168209	2	63.176
Contig177172	2	63.176
Contig2865	2	63.176
Contig40575	2	63.176
Contig52101	2	63.176
Contig52259	2	63.176
Contig7380	2	63.176
Contig807	2	63.176
Contig8720	2	63.176
Contig113169	2	63.36333333
Contig103217	2	63.457
Contig151333	2	63.457
Contig44391	2	63.457
Contig50967	2	63.457
Contig86293	2	63.457
Contig87774	2	63.457
Contig93014	2	63.457
Contig81747	2	64.0165
Contig95614	2	64.2035
Contig155178	2	64.297
Contig42514	2	64.297
Contig46939	2	64.297
Contig61391	2	64.297
Contig81746	2	64.297
Contig41271	2	64.43675
Contig115186	2	64.5765
Contig133207	2	64.5765
Contig137426	2	64.5765
Contig166094	2	64.5765
Contig233961	2	64.5765
Contig2547	2	64.5765
Contig336106	2	64.5765
Contig44176	2	64.5765
Contig44778	2	64.5765
Contig48133	2	64.5765
Contig4843	2	64.5765
Contig51590	2	64.5765
Contig55854	2	64.5765
Contig5611	2	64.5765
Contig69173	2	64.5765
Contig70341	2	64.5765
Contig74495	2	64.5765
Contig83587	2	64.5765
Contig38869	2	64.6465
Contig258016	2	64.8565
Contig52565	2	64.8565
Contig102624	2	66.6275
Contig103820	2	66.6275
Contig143778	2	66.6275
Contig48756	2	66.6275
Contig50124	2	66.6275
Contig5273	2	66.6275
Contig56797	2	66.6275
Contig64852	2	66.6275
Contig69296	2	66.6275
Contig78476	2	66.6275
Contig83216	2	66.6275
Contig16109	2	67.5205
Contig40864	2	67.5205
Contig43490	2	67.5205
Contig64432	2	67.5205
Contig86971	2	67.5205
Contig2822	2	69.26
Contig105885	2	69.558
Contig107706	2	69.558
Contig139340	2	69.558
Contig177	2	69.558
Contig180661	2	69.558
Contig187877	2	69.558
Contig209	2	69.558
Contig23222	2	69.558
Contig2705	2	69.558
Contig42156	2	69.558
Contig51104	2	69.558
Contig5751	2	69.558
Contig58170	2	69.558
Contig60086	2	69.558
Contig77266	2	69.558
Contig77386	2	69.558
Contig84745	2	69.558
Contig90175	2	69.558
Contig986	2	69.558
Contig40953	2	69.9045
Contig42456	2	69.9045
Contig48282	2	69.9045
Contig58566	2	69.9045
Contig66131	2	69.9045
Contig91896	2	69.9045
Contig40918	2	72.2915
Contig40920	2	72.2915
Contig53717	2	72.2915
Contig55036	2	72.2915
Contig56706	2	72.2915
Contig9810	2	72.2915
Contig44424	2	72.501875
Contig38994	2	72.572
Contig110041	2	73.4425
Contig58627	2	73.4425
Contig58753	2	73.4425
Contig157009	2	73.723
Contig267143	2	73.723
Contig310003	2	73.723
Contig39488	2	73.723
Contig39777	2	73.723
Contig4076	2	73.723
Contig4278	2	73.723
Contig54395	2	73.723
Contig55790	2	73.723
Contig77656	2	73.723
Contig83367	2	73.723
Contig88861	2	73.723
Contig40946	2	75.1965
Contig4593	2	75.1965
Contig6538	2	75.1965
Contig14241	2	76.3745
Contig43829	2	76.3745
Contig46187	2	76.3745
Contig6981	2	76.3745
Contig743	2	76.3745
Contig92616	2	76.3745
Contig102135	2	76.9735
Contig104	2	76.9735
Contig106777	2	76.9735
Contig110647	2	76.9735
Contig134418	2	76.9735
Contig166788	2	76.9735
Contig188792	2	76.9735
Contig3683	2	76.9735
Contig3814	2	76.9735
Contig388114	2	76.9735
Contig50687	2	76.9735
Contig51956	2	76.9735
Contig54104	2	76.9735
Contig55105	2	76.9735
Contig61309	2	76.9735
Contig62124	2	76.9735
Contig6243	2	76.9735
Contig80144	2	76.9735
Contig85403	2	76.9735
Contig95916	2	76.9735
Contig97656	2	76.9735
Contig4293	2	78.1735
Contig4808	2	78.1735
Contig72438	2	78.1735
Contig98351	2	79.6795078
Contig96566	2	81.7935
Contig1872	2	83.317
Contig320	2	83.317
Contig49108	2	83.317
Contig41560	2	83.6175
Contig43162	2	83.6175
Contig43485	2	83.6175
Contig77842	2	83.6175
Contig51343	2	84.10015323
Contig2063	2	85.1205
Contig344923	2	85.1205
Contig48357	2	85.1205
Contig78501	2	85.1205
Contig89594	2	85.1205
Contig66137	2	85.421
Contig686	2	85.421
Contig90291	2	85.421
Contig72840	2	85.496125
Contig45027	2	85.57125
Contig1021	2	85.7215
Contig158340	2	85.7215
Contig170845	2	85.7215
Contig20751	2	85.7215
Contig227997	2	85.7215
Contig277368	2	85.7215
Contig3631	2	85.7215
Contig3753	2	85.7215
Contig39379	2	85.7215
Contig40917	2	85.7215
Contig43021	2	85.7215
Contig47303	2	85.7215
Contig47979	2	85.7215
Contig48779	2	85.7215
Contig65151	2	85.7215
Contig66938	2	85.7215
Contig70759	2	85.7215
Contig76550	2	85.7215
Contig94331	2	85.7215
Contig7409	2	85.82333333
Contig4856	2	86.027
Contig62885	2	86.027
Contig161240	2	86.6025
Contig38219	2	86.6025
Contig50758	2	86.6025
Contig85294	2	86.6025
Contig96258	2	86.8915
Contig11130	2	87.1805
Contig139582	2	87.1805
Contig14203	2	87.1805
Contig351894	2	87.1805
Contig40193	2	87.1805
Contig40272	2	87.1805
Contig40675	2	87.1805
Contig4078	2	87.1805
Contig45837	2	87.1805
Contig52600	2	87.1805
Contig58376	2	87.1805
Contig61263	2	87.1805
Contig64184	2	87.1805
Contig70020	2	87.1805
Contig77572	2	87.1805
Contig78303	2	87.1805
Contig79451	2	87.1805
Contig20499	2	87.489
Contig343495	2	87.489
Contig46833	2	87.489
Contig53146	2	87.489
Contig86424	2	87.489
Contig79403	2	88.7615
Contig11312	3	0
Contig14535	3	0
Contig200908	3	0
Contig3241	3	0
Contig39197	3	0
Contig62840	3	0
Contig63974	3	0
Contig64100	3	0
Contig66891	3	0
Contig7134	3	0
Contig72229	3	0
Contig10365	3	0.0095
Contig10740	3	0.0095
Contig134795	3	0.0095
Contig146513	3	0.0095
Contig1468	3	0.0095
Contig176955	3	0.0095
Contig179634	3	0.0095
Contig1884	3	0.0095
Contig2181	3	0.0095
Contig2218	3	0.0095
Contig224054	3	0.0095
Contig2278	3	0.0095
Contig257312	3	0.0095
Contig2840	3	0.0095
Contig301750	3	0.0095
Contig340414	3	0.0095
Contig38993	3	0.0095
Contig39164	3	0.0095
Contig39189	3	0.0095
Contig39191	3	0.0095
Contig4055	3	0.0095
Contig40673	3	0.0095
Contig51747	3	0.0095
Contig54141	3	0.0095
Contig54522	3	0.0095
Contig56335	3	0.0095
Contig58938	3	0.0095
Contig6173	3	0.0095
Contig62520	3	0.0095
Contig62706	3	0.0095
Contig66019	3	0.0095
Contig67914	3	0.0095
Contig70440	3	0.0095
Contig8195	3	0.0095
Contig9584	3	0.0095
Contig67541	3	0.304
Contig12723	3	0.897
Contig52606	3	1.4985
Contig54588	3	1.7965
Contig107465	3	3.3005
Contig108165	3	3.3005
Contig121689	3	3.3005
Contig133004	3	3.3005
Contig158244	3	3.3005
Contig166728	3	3.3005
Contig1717	3	3.3005
Contig40330	3	3.3005
Contig41353	3	3.3005
Contig42587	3	3.3005
Contig42635	3	3.3005
Contig4309	3	3.3005
Contig4477	3	3.3005
Contig4505	3	3.3005
Contig50976	3	3.3005
Contig53145	3	3.3005
Contig55895	3	3.3005
Contig56983	3	3.3005
Contig57714	3	3.3005
Contig62521	3	3.3005
Contig70000	3	3.3005
Contig71106	3	3.3005
Contig71623	3	3.3005
Contig7217	3	3.3005
Contig82396	3	3.3005
Contig84525	3	3.3005
Contig66801	3	4.1905
Contig70578	3	4.1905
Contig83560	3	4.1905
Contig65094	3	5.0345
Contig67716	3	5.0345
Contig8511	3	5.0345
Contig55894	3	5.045807692
Contig76694	3	5.3165
Contig122156	3	7.7255
Contig1897	3	7.7255
Contig196591	3	7.7255
Contig327970	3	7.7255
Contig38471	3	7.7255
Contig45054	3	7.7255
Contig46091	3	7.7255
Contig47939	3	7.7255
Contig53466	3	7.7255
Contig54688	3	7.7255
Contig64989	3	7.7255
Contig97328	3	7.7255
Contig55744	3	8.354
Contig112617	3	8.635
Contig12169	3	8.635
Contig142301	3	8.635
Contig312760	3	8.635
Contig56364	3	8.635
Contig64465	3	8.635
Contig89302	3	8.635
Contig82833	3	8.9495
Contig89984	3	8.9495
Contig103124	3	9.578
Contig163792	3	9.578
Contig237090	3	9.578
Contig39673	3	9.578
Contig43000	3	9.578
Contig47798	3	9.578
Contig51984	3	9.578
Contig56202	3	9.578
Contig88913	3	9.578
Contig157592	3	10.6435
Contig104026	3	12.673
Contig129169	3	12.673
Contig134447	3	12.673
Contig15561	3	12.673
Contig2233	3	12.673
Contig2450	3	12.673
Contig42699	3	12.673
Contig51387	3	12.673
Contig60708	3	12.673
Contig68143	3	12.673
Contig68778	3	12.673
Contig80510	3	12.673
Contig86380	3	12.673
Contig89133	3	12.673
Contig97474	3	12.673
Contig997	3	12.673
Contig42091	3	12.827
Contig1326	3	12.981
Contig77135	3	12.981
Contig108645	3	13.2885
Contig150244	3	13.2885
Contig2588	3	13.2885
Contig58819	3	13.2885
Contig61028	3	13.2885
Contig96840	3	13.2885
Contig263076	3	14.5215
Contig43612	3	14.5215
Contig51386	3	14.5215
Contig59839	3	14.5215
Contig65964	3	14.5215
Contig107866	3	15.137
Contig132284	3	15.137
Contig40948	3	15.137
Contig45566	3	15.137
Contig47290	3	15.137
Contig55344	3	15.137
Contig83914	3	15.137
Contig86111	3	15.137
Contig577	3	15.4215
Contig67655	3	15.4215
Contig117175	3	15.7065
Contig135201	3	15.7065
Contig171391	3	15.7065
Contig185779	3	15.7065
Contig2522	3	15.7065
Contig27325	3	15.7065
Contig337503	3	15.7065
Contig38521	3	15.7065
Contig40828	3	15.7065
Contig41252	3	15.7065
Contig41429	3	15.7065
Contig42922	3	15.7065
Contig43238	3	15.7065
Contig45216	3	15.7065
Contig45217	3	15.7065
Contig45894	3	15.7065
Contig48022	3	15.7065
Contig5024	3	15.7065
Contig57200	3	15.7065
Contig57306	3	15.7065
Contig68024	3	15.7065
Contig77930	3	15.7065
Contig859	3	15.7065
Contig1422	3	16.277
Contig370780	3	16.277
Contig39716	3	16.277
Contig40887	3	16.277
Contig50073	3	16.277
Contig52472	3	16.277
Contig5524	3	16.277
Contig70090	3	16.277
Contig85842	3	16.277
Contig102218	3	17.8165
Contig182990	3	17.8165
Contig2001	3	17.8165
Contig40754	3	17.8165
Contig41164	3	17.8165
Contig41165	3	17.8165
Contig4528	3	17.8165
Contig58559	3	17.8165
Contig64820	3	17.8165
Contig72623	3	17.8165
Contig81210	3	17.8165
Contig85033	3	17.8165
Contig6153	3	17.973
Contig4268	3	18.309
Contig100590	3	18.415
Contig106998	3	18.415
Contig133078	3	18.415
Contig15998	3	18.415
Contig161601	3	18.415
Contig17212	3	18.415
Contig1743	3	18.415
Contig2109	3	18.415
Contig2399	3	18.415
Contig38502	3	18.415
Contig39790	3	18.415
Contig44109	3	18.415
Contig45865	3	18.415
Contig64812	3	18.415
Contig69159	3	18.415
Contig70535	3	18.415
Contig82280	3	18.415
Contig99909	3	18.415
Contig4877	3	18.728
Contig52963	3	18.728
Contig61715	3	18.728
Contig56550	3	20.365
Contig120955	3	21.02
Contig1481	3	21.02
Contig17932	3	21.02
Contig361399	3	21.02
Contig46802	3	21.02
Contig111001	3	21.647
Contig121462	3	21.647
Contig149122	3	21.647
Contig1647	3	21.647
Contig213956	3	21.647
Contig243239	3	21.647
Contig351931	3	21.647
Contig41981	3	21.647
Contig45081	3	21.647
Contig47627	3	21.647
Contig47628	3	21.647
Contig48253	3	21.647
Contig51187	3	21.647
Contig60158	3	21.647
Contig60959	3	21.647
Contig71956	3	21.647
Contig75015	3	21.647
Contig82697	3	21.647
Contig50147	3	21.96
Contig5679	3	21.96
Contig42384	3	23.46
Contig67624	3	23.46
Contig70681	3	23.46
Contig77048	3	23.46
Contig109349	3	23.97973711
Contig249409	3	23.97973711
Contig2741	3	23.97973711
Contig327059	3	23.97973711
Contig38715	3	23.97973711
Contig44178	3	23.97973711
Contig63960	3	23.97973711
Contig90211	3	23.97973711
Contig98993	3	23.97973711
Contig105889	3	24.399
Contig122702	3	24.399
Contig123296	3	24.399
Contig125929	3	24.399
Contig135182	3	24.399
Contig138627	3	24.399
Contig147069	3	24.399
Contig151916	3	24.399
Contig24485	3	24.399
Contig2462	3	24.399
Contig282869	3	24.399
Contig326594	3	24.399
Contig3527	3	24.399
Contig40137	3	24.399
Contig43337	3	24.399
Contig44899	3	24.399
Contig45046	3	24.399
Contig4582	3	24.399
Contig46053	3	24.399
Contig46649	3	24.399
Contig48846	3	24.399
Contig51796	3	24.399
Contig52725	3	24.399
Contig54321	3	24.399
Contig54678	3	24.399
Contig55534	3	24.399
Contig58931	3	24.399
Contig59231	3	24.399
Contig61021	3	24.399
Contig65410	3	24.399
Contig66470	3	24.399
Contig67321	3	24.399
Contig7296	3	24.399
Contig7399	3	24.399
Contig8283	3	24.399
Contig93935	3	24.399
Contig93945	3	24.399
Contig96141	3	24.399
Contig97477	3	24.399
Contig111823	3	24.7115
Contig11477	3	24.7115
Contig136981	3	24.7115
Contig1534	3	24.7115
Contig171622	3	24.7115
Contig17277	3	24.7115
Contig173697	3	24.7115
Contig178	3	24.7115
Contig194157	3	24.7115
Contig202270	3	24.7115
Contig3050	3	24.7115
Contig42577	3	24.7115
Contig44464	3	24.7115
Contig491	3	24.7115
Contig54983	3	24.7115
Contig57539	3	24.7115
Contig65693	3	24.7115
Contig7869	3	24.7115
Contig7992	3	24.7115
Contig87994	3	24.7115
Contig232617	3	24.991
Contig41166	3	24.991
Contig98471	3	24.991
Contig39986	3	25.440625
Contig130994	3	25.5905
Contig2581	3	25.5905
Contig277252	3	25.5905
Contig337684	3	25.5905
Contig39182	3	25.5905
Contig46044	3	25.5905
Contig48220	3	25.5905
Contig51250	3	25.5905
Contig70945	3	25.5905
Contig7101	3	25.5905
Contig11055	3	25.89
Contig1114	3	25.89
Contig114930	3	25.89
Contig120012	3	25.89
Contig122267	3	25.89
Contig133361	3	25.89
Contig142180	3	25.89
Contig149191	3	25.89
Contig157639	3	25.89
Contig1995	3	25.89
Contig222436	3	25.89
Contig233513	3	25.89
Contig24740	3	25.89
Contig388208	3	25.89
Contig40131	3	25.89
Contig42808	3	25.89
Contig43014	3	25.89
Contig46605	3	25.89
Contig4673	3	25.89
Contig4693	3	25.89
Contig48260	3	25.89
Contig49927	3	25.89
Contig58982	3	25.89
Contig70811	3	25.89
Contig70813	3	25.89
Contig75780	3	25.89
Contig76976	3	25.89
Contig77276	3	25.89
Contig782	3	25.89
Contig78518	3	25.89
Contig82807	3	25.89
Contig8923	3	25.89
Contig93016	3	25.89
Contig93433	3	25.89
Contig5780	3	26.04
Contig60977	3	26.19
Contig22373	3	26.7695
Contig28070	3	26.7695
Contig3072	3	26.7695
Contig363278	3	26.7695
Contig48153	3	26.7695
Contig50033	3	26.7695
Contig95524	3	26.7695
Contig101734	3	27.3695
Contig102137	3	27.3695
Contig102983	3	27.3695
Contig103944	3	27.3695
Contig10787	3	27.3695
Contig111559	3	27.3695
Contig117109	3	27.3695
Contig121710	3	27.3695
Contig146675	3	27.3695
Contig188993	3	27.3695
Contig237290	3	27.3695
Contig239263	3	27.3695
Contig3715	3	27.3695
Contig38618	3	27.3695
Contig40937	3	27.3695
Contig41218	3	27.3695
Contig41964	3	27.3695
Contig43882	3	27.3695
Contig44242	3	27.3695
Contig44860	3	27.3695
Contig45792	3	27.3695
Contig48009	3	27.3695
Contig52238	3	27.3695
Contig52700	3	27.3695
Contig5311	3	27.3695
Contig53234	3	27.3695
Contig55935	3	27.3695
Contig61910	3	27.3695
Contig627	3	27.3695
Contig64083	3	27.3695
Contig68712	3	27.3695
Contig70482	3	27.3695
Contig75754	3	27.3695
Contig78487	3	27.3695
Contig78807	3	27.3695
Contig88156	3	27.3695
Contig89354	3	27.3695
Contig54177	3	27.669
Contig58082	3	27.669
Contig104685	3	27.969
Contig121344	3	27.969
Contig134120	3	27.969
Contig162392	3	27.969
Contig164740	3	27.969
Contig2938	3	27.969
Contig3407	3	27.969
Contig40158	3	27.969
Contig40623	3	27.969
Contig46316	3	27.969
Contig47009	3	27.969
Contig54167	3	27.969
Contig57069	3	27.969
Contig57275	3	27.969
Contig6106	3	27.969
Contig6656	3	27.969
Contig79406	3	27.969
Contig84861	3	27.969
Contig3873	3	28.4195
Contig134289	3	28.87
Contig161255	3	28.87
Contig186866	3	28.87
Contig2492	3	28.87
Contig285369	3	28.87
Contig38820	3	28.87
Contig43015	3	28.87
Contig44739	3	28.87
Contig6149	3	28.87
Contig72107	3	28.87
Contig7723	3	28.87
Contig82123	3	28.87
Contig87790	3	28.87
Contig41654	3	28.89495833
Contig79503	3	29.01975
Contig52612	3	29.06966667
Contig38080	3	29.1096
Contig104543	3	29.1695
Contig135012	3	29.1695
Contig156547	3	29.1695
Contig190895	3	29.1695
Contig216591	3	29.1695
Contig2383	3	29.1695
Contig348	3	29.1695
Contig43773	3	29.1695
Contig49264	3	29.1695
Contig49265	3	29.1695
Contig49912	3	29.1695
Contig50722	3	29.1695
Contig54364	3	29.1695
Contig61351	3	29.1695
Contig62389	3	29.1695
Contig63173	3	29.1695
Contig72105	3	29.1695
Contig75483	3	29.1695
Contig12231	3	29.734
Contig49790	3	29.734
Contig84435	3	29.734
Contig7965	3	29.87625
Contig2229	3	30.0185
Contig38805	3	30.0185
Contig55118	3	30.0185
Contig56026	3	30.0185
Contig56503	3	30.0185
Contig6219	3	30.0185
Contig63792	3	30.0185
Contig69522	3	30.0185
Contig7568	3	30.0185
Contig1402	3	30.08975
Contig868	3	30.161
Contig111241	3	30.3035
Contig112646	3	30.3035
Contig15199	3	30.3035
Contig2337	3	30.3035
Contig3168	3	30.3035
Contig38528	3	30.3035
Contig38684	3	30.3035
Contig41484	3	30.3035
Contig42659	3	30.3035
Contig43122	3	30.3035
Contig43531	3	30.3035
Contig45727	3	30.3035
Contig46239	3	30.3035
Contig4624	3	30.3035
Contig46631	3	30.3035
Contig47687	3	30.3035
Contig495	3	30.3035
Contig55887	3	30.3035
Contig56399	3	30.3035
Contig56868	3	30.3035
Contig64336	3	30.3035
Contig68160	3	30.3035
Contig72452	3	30.3035
Contig7275	3	30.3035
Contig74283	3	30.3035
Contig74513	3	30.3035
Contig79155	3	30.3035
Contig8077	3	30.3035
Contig8291	3	30.3035
Contig84358	3	30.3035
Contig89998	3	30.3035
Contig63491	3	30.35008333
Contig68598	3	30.44325
Contig112414	3	30.583
Contig113074	3	30.583
Contig130337	3	30.583
Contig13191	3	30.583
Contig146059	3	30.583
Contig1506	3	30.583
Contig151404	3	30.583
Contig1516	3	30.583
Contig154984	3	30.583
Contig161205	3	30.583
Contig2019	3	30.583
Contig288139	3	30.583
Contig3192	3	30.583
Contig376629	3	30.583
Contig38729	3	30.583
Contig39070	3	30.583
Contig397	3	30.583
Contig39868	3	30.583
Contig39869	3	30.583
Contig40600	3	30.583
Contig41192	3	30.583
Contig42657	3	30.583
Contig42948	3	30.583
Contig4380	3	30.583
Contig45303	3	30.583
Contig45493	3	30.583
Contig46495	3	30.583
Contig47757	3	30.583
Contig48214	3	30.583
Contig49080	3	30.583
Contig50076	3	30.583
Contig50401	3	30.583
Contig50602	3	30.583
Contig52425	3	30.583
Contig5328	3	30.583
Contig56018	3	30.583
Contig57226	3	30.583
Contig5856	3	30.583
Contig59525	3	30.583
Contig59590	3	30.583
Contig60838	3	30.583
Contig62182	3	30.583
Contig62236	3	30.583
Contig64145	3	30.583
Contig65886	3	30.583
Contig6671	3	30.583
Contig68375	3	30.583
Contig69417	3	30.583
Contig71804	3	30.583
Contig72973	3	30.583
Contig74347	3	30.583
Contig75245	3	30.583
Contig75578	3	30.583
Contig76019	3	30.583
Contig76291	3	30.583
Contig7652	3	30.583
Contig79535	3	30.583
Contig79549	3	30.583
Contig7990	3	30.583
Contig8031	3	30.583
Contig80367	3	30.583
Contig81003	3	30.583
Contig855	3	30.583
Contig86336	3	30.583
Contig88692	3	30.583
Contig89759	3	30.583
Contig90455	3	30.583
Contig9315	3	30.583
Contig949	3	30.583
Contig97808	3	30.583
Contig114877	3	30.938
Contig317901	3	30.938
Contig38814	3	30.938
Contig49390	3	30.938
Contig51221	3	30.938
Contig82432	3	30.938
Contig102160	3	31.864
Contig107048	3	31.864
Contig306231	3	31.864
Contig66948	3	31.864
Contig76794	3	31.864
Contig817	3	31.864
Contig82431	3	31.864
Contig89890	3	31.864
Contig115707	3	32.2195
Contig48838	3	32.2195
Contig49383	3	32.2195
Contig69328	3	32.2195
Contig80805	3	32.2195
Contig83809	3	32.2195
Contig12602	3	32.397
Contig45064	3	32.4324
Contig114402	3	32.5745
Contig41358	3	32.5745
Contig51708	3	32.5745
Contig52115	3	32.5745
Contig104454	3	33.145
Contig115558	3	33.145
Contig117332	3	33.145
Contig117611	3	33.145
Contig126777	3	33.145
Contig1406	3	33.145
Contig146717	3	33.145
Contig166048	3	33.145
Contig1701	3	33.145
Contig191117	3	33.145
Contig253075	3	33.145
Contig255659	3	33.145
Contig271007	3	33.145
Contig27867	3	33.145
Contig326698	3	33.145
Contig337037	3	33.145
Contig38627	3	33.145
Contig39623	3	33.145
Contig40399	3	33.145
Contig40705	3	33.145
Contig41562	3	33.145
Contig42227	3	33.145
Contig42566	3	33.145
Contig42748	3	33.145
Contig43106	3	33.145
Contig43391	3	33.145
Contig43392	3	33.145
Contig44477	3	33.145
Contig45135	3	33.145
Contig45641	3	33.145
Contig46283	3	33.145
Contig48608	3	33.145
Contig49655	3	33.145
Contig50153	3	33.145
Contig50418	3	33.145
Contig58304	3	33.145
Contig58597	3	33.145
Contig58886	3	33.145
Contig62801	3	33.145
Contig65851	3	33.145
Contig66205	3	33.145
Contig66532	3	33.145
Contig71890	3	33.145
Contig78903	3	33.145
Contig85207	3	33.145
Contig86594	3	33.145
Contig87394	3	33.145
Contig87967	3	33.145
Contig88242	3	33.145
Contig91334	3	33.145
Contig96636	3	33.145
Contig96637	3	33.145
Contig124033	3	37.172
Contig49884	3	37.172
Contig53878	3	37.172
Contig7642	3	37.172
Contig121701	3	37.742
Contig134517	3	37.742
Contig54067	3	37.742
Contig61550	3	37.742
Contig104746	3	38.3115
Contig135552	3	38.3115
Contig165735	3	38.3115
Contig173141	3	38.3115
Contig279910	3	38.3115
Contig32609	3	38.3115
Contig47008	3	38.3115
Contig47430	3	38.3115
Contig49161	3	38.3115
Contig50090	3	38.3115
Contig52224	3	38.3115
Contig59442	3	38.3115
Contig86918	3	38.3115
Contig924	3	38.3115
Contig21092	3	38.5965
Contig46641	3	38.5965
Contig48043	3	38.5965
Contig92332	3	38.8815
Contig81600	3	39.07233333
Contig84379	3	39.454
Contig41374	3	39.739
Contig41375	3	39.739
Contig58460	3	39.739
Contig129751	3	40.3085
Contig153661	3	40.3085
Contig275461	3	40.3085
Contig372861	3	40.3085
Contig38086	3	40.3085
Contig40462	3	40.3085
Contig44830	3	40.3085
Contig46979	3	40.3085
Contig48146	3	40.3085
Contig48433	3	40.3085
Contig54505	3	40.3085
Contig59159	3	40.3085
Contig65946	3	40.3085
Contig90090	3	40.3085
Contig96222	3	40.3085
Contig106405	3	41.661
Contig225939	3	45.9735
Contig53320	3	45.9735
Contig55826	3	45.9735
Contig57184	3	45.9735
Contig69003	3	45.9735
Contig75861	3	45.9735
Contig7876	3	45.9735
Contig87018	3	45.9735
Contig120767	3	46.35147942
Contig47646	3	46.35147942
Contig50489	3	46.35147942
Contig10610	3	46.931
Contig111715	3	46.931
Contig113287	3	46.931
Contig14752	3	46.931
Contig148640	3	46.931
Contig167427	3	46.931
Contig16775	3	46.931
Contig1822	3	46.931
Contig187634	3	46.931
Contig208753	3	46.931
Contig223393	3	46.931
Contig253650	3	46.931
Contig2702	3	46.931
Contig384956	3	46.931
Contig40538	3	46.931
Contig43230	3	46.931
Contig44114	3	46.931
Contig47882	3	46.931
Contig480	3	46.931
Contig524	3	46.931
Contig52947	3	46.931
Contig5471	3	46.931
Contig60027	3	46.931
Contig603	3	46.931
Contig60725	3	46.931
Contig64916	3	46.931
Contig67766	3	46.931
Contig42937	3	47.35775
Contig177041	3	47.7845
Contig215751	3	47.7845
Contig24843	3	47.7845
Contig44538	3	47.7845
Contig48473	3	47.7845
Contig4878	3	47.7845
Contig51397	3	47.7845
Contig82815	3	47.7845
Contig85449	3	47.7845
Contig105195	3	48.07
Contig56093	3	48.07
Contig58349	3	48.07
Contig7531	3	48.07
Contig102686	3	50.0635
Contig106700	3	50.0635
Contig121357	3	50.0635
Contig1569	3	50.0635
Contig1671	3	50.0635
Contig336265	3	50.0635
Contig38136	3	50.0635
Contig42439	3	50.0635
Contig45664	3	50.0635
Contig4675	3	50.0635
Contig58171	3	50.0635
Contig58359	3	50.0635
Contig67216	3	50.0635
Contig67810	3	50.0635
Contig79122	3	50.0635
Contig83160	3	50.0635
Contig83161	3	50.0635
Contig89964	3	50.0635
Contig38168	3	53.741
Contig38169	3	53.741
Contig50757	3	53.741
Contig52035	3	53.741
Contig52036	3	53.741
Contig84116	3	53.741
Contig17786	3	54.057
Contig31084	3	54.057
Contig4676	3	54.057
Contig55816	3	54.057
Contig57496	3	54.057
Contig59753	3	54.057
Contig74559	3	54.057
Contig76344	3	54.057
Contig82271	3	54.057
Contig92502	3	54.057
Contig14974	3	54.6275
Contig51743	3	54.6275
Contig53612	3	54.6275
Contig85445	3	54.6275
Contig1108	3	54.9365
Contig172307	3	54.9365
Contig175185	3	54.9365
Contig175372	3	54.9365
Contig179209	3	54.9365
Contig265	3	54.9365
Contig42993	3	54.9365
Contig43215	3	54.9365
Contig57564	3	54.9365
Contig59394	3	54.9365
Contig67275	3	54.9365
Contig74848	3	54.9365
Contig812	3	54.9365
Contig83320	3	54.9365
Contig135833	3	55.254
Contig12327	3	58.6295
Contig185277	3	58.6295
Contig2083	3	58.6295
Contig42508	3	58.6295
Contig43794	3	58.6295
Contig46194	3	58.6295
Contig47722	3	58.6295
Contig50595	3	58.6295
Contig60711	3	58.6295
Contig71173	3	58.6295
Contig41377	3	58.911
Contig75662	3	60.82745353
Contig100887	3	61.3595
Contig1357	3	61.3595
Contig5280	3	61.3595
Contig54784	3	61.3595
Contig91737	3	61.3595
Contig103894	3	61.46133333
Contig117221	3	61.665
Contig3988	3	61.665
Contig43019	3	61.665
Contig43047	3	61.665
Contig72063	3	61.665
Contig765	3	61.665
Contig87940	3	61.665
Contig16077	3	62.2285
Contig45156	3	62.2285
Contig74122	3	62.2285
Contig77599	3	62.2285
Contig1034	3	62.838
Contig11229	3	62.838
Contig151337	3	62.838
Contig1945	3	62.838
Contig2120	3	62.838
Contig243205	3	62.838
Contig301480	3	62.838
Contig39995	3	62.838
Contig61007	3	62.838
Contig63611	3	62.838
Contig66963	3	62.838
Contig73099	3	62.838
Contig180038	3	63.143
Contig186376	3	63.143
Contig24186	3	63.143
Contig255453	3	63.143
Contig333718	3	63.143
Contig38062	3	63.143
Contig40889	3	63.143
Contig49718	3	63.143
Contig53526	3	63.143
Contig5686	3	63.143
Contig6181	3	63.143
Contig76949	3	63.143
Contig9338	3	63.143
Contig40888	3	63.3882
Contig61302	3	63.4495
Contig69355	3	63.45
Contig18908	3	63.756
Contig6296	3	63.756
Contig149881	3	64.3205
Contig45640	3	64.3205
Contig7490	3	64.3205
Contig84453	3	64.3205
Contig1442	3	65.4485
Contig29738	3	65.4485
Contig3579	3	65.4485
Contig3871	3	65.4485
Contig40190	3	65.4485
Contig43307	3	65.4485
Contig44463	3	65.4485
Contig46155	3	65.4485
Contig47250	3	65.4485
Contig52971	3	65.4485
Contig6272	3	65.4485
Contig63670	3	65.4485
Contig9140	3	65.4485
Contig107749	3	66.602
Contig125016	3	66.602
Contig131288	3	66.602
Contig1504	3	66.602
Contig343103	3	66.602
Contig39743	3	66.602
Contig43136	3	66.602
Contig43722	3	66.602
Contig43723	3	66.602
Contig48743	3	66.602
Contig53067	3	66.602
